68401,-42
68501,-5
68601,-29
68701,-42
68801,-21
68901,-23
69001,-48
69101,-11
69201,-3
69301,9
69401,-29
69501,-4
69601,0
69701,-4
69801,-17
69901,-20
70001,-7
70101,-5
70201,-4
70301,-43
70401,4
70501,-13
70601,7
70701,0
70801,-35
70901,11
71001,-4
71101,-9
71201,6
71301,-9
71401,-12
71501,-75
71601,-4
71701,-24
71801,-8
71901,-4
72001,8
72101,-19
72201,-10
72301,-9
72401,-18
72501,-14
72601,-76
72701,-20
72801,0
72901,1
73001,-43
73101,4
73201,-53
73301,13
73401,7
73501,-14
73601,-5
73701,-5
73801,-7
73901,-21
74001,-12
74101,6
74201,7
74301,-18
74401,-6
74501,-10
74601,-2
74701,14
74801,-22
74901,-16
75001,-1
75101,10
75201,12
75301,-2
75401,-30
75501,-31
75601,9
75701,-13
75801,-23
75901,-11
76001,-8
76101,-8
76201,-1
76301,-13
76401,-7
76501,-19
76601,-32
76701,-11
76801,-24
76901,-20
77001,-11
77101,-8
77201,-3
77301,-8
77401,8
77501,-8
77601,12
77701,2
77801,-3
77901,-39
78001,0
78101,8
78201,-20
78301,-38
78401,5
78501,-6
78601,-12
78701,-5
78801,-26
78901,-17
79001,-3
79101,-1
79201,-4
79301,-19
79401,-42
79501,0
79601,-38
79701,-3
79801,-7
79901,-4
80001,-8
80101,4
80201,-4
80301,-14
80401,-5
80501,-7
80601,-37
80701,6
80801,-15
80901,-6
81001,13
81101,-1
81201,-11
81301,12
81401,-27
81501,-4
81601,-7
81701,-1
81801,-1
81901,-12
82001,-3
82101,-8
82201,4
82301,8
82401,-21
82501,6
82601,-18
82701,13
82801,9
82901,-4
83001,-2
83101,1
83201,-4
83301,7
83401,-15
83501,-1
83601,5
83701,7
83801,0
83901,3
84001,10
84101,1
84201,-10
84301,4
84401,3
84501,0
84601,-50
84701,5
84801,12
84901,-29
85001,5
85101,11
85201,3
85301,-6
85401,-18
85501,11
85601,2
85701,8
85801,-2
85901,10
86001,9
86101,-2
86201,7
86301,-2
86401,7
86501,11
86601,0
86701,5
86801,1
86901,7
87001,10
87101,-10
87201,9
87301,5
87401,8
87501,6
87601,-8
87701,-13
87801,-8
87901,-5
88001,-4
88101,7
88201,-17
88301,11
88401,-5
88501,3
88601,1
88701,4
88801,5
88901,11
89001,-9
89101,9
89201,5
89301,-9
89401,-4
89501,-11
89601,9
89701,-18
89801,3
89901,8
90001,7
90101,-6
90201,8
90301,4
90401,4
90501,6
90601,12
90701,-13
90801,-5
90901,11
91001,10
91101,-4
91201,7
91301,-6
91401,0
91501,4
91601,-8
91701,-2
91801,5
91901,-1
92001,8
92101,-4
92201,6
92301,6
92401,7
92501,5
92601,3
92701,8
92801,7
92901,7
93001,12
93101,-7
93201,2
93301,14
93401,9
93501,9
93601,8
93701,6
93801,-6
93901,-8
94001,0
94101,8
94201,5
94301,10
94401,7
94501,10
94601,4
94701,4
94801,-11
94901,2
95001,7
95101,11
95201,7
95301,-4
95401,5
95501,11
95601,10
95701,12
95801,9
95901,11
96001,5
96101,9
96201,15
96301,6
96401,13
96501,4
96601,2
96701,6
96801,5
96901,7
97001,9
97101,14
97201,9
97301,5
97401,11
97501,7
97601,12
97701,6
97801,-2
97901,6
98001,12
98101,6
98201,4
98301,7
98401,9
98501,5
98601,8
98701,6
98801,10
98901,7
99001,10
99101,10
99201,8
99301,9
99401,8
99501,5
99601,6
99701,10
99801,9
99901,5
