1,-424
101,-442
201,-370
301,-343
401,-379
501,-433
601,-424
701,-487
801,-397
901,-415
1001,-397
1101,-316
1201,-406
1301,-388
1401,-478
1501,-334
1601,-289
1701,-352
1801,-487
1901,-334
2001,-442
2101,-406
2201,-334
2301,-415
2401,-325
2501,-352
2601,-352
2701,-397
2801,-460
2901,-278
3001,-433
3101,-379
3201,-397
3301,-460
3401,-379
3501,-388
3601,-424
3701,-388
3801,-406
3901,-298
4001,-334
4101,-352
4201,-415
4301,-325
4401,-298
4501,-316
4601,-397
4701,-104
4801,-406
4901,-424
5001,-343
5101,-388
5201,-406
5301,-370
5401,-334
5501,-352
5601,-343
5701,-226
5801,-433
5901,-280
6001,-478
6101,-298
6201,-433
6301,-415
6401,-352
6501,-343
6601,-379
6701,-388
6801,-406
6901,-433
7001,-280
7101,-433
7201,-361
7301,-388
7401,-379
7501,-388
7601,-433
7701,-361
7801,-379
7901,-370
8001,-307
8101,-208
8201,-343
8301,-388
8401,-406
8501,-352
8601,-79
8701,-424
8801,-397
8901,-379
9001,-424
9101,-304
9201,-325
9301,-325
9401,-361
9501,-325
9601,-316
9701,-347
9801,-424
9901,-328
10001,-406
10101,-325
10201,-308
10301,-298
10401,-361
10501,-217
10601,-325
10701,-415
10801,-415
10901,-307
11001,-352
11101,-343
11201,-406
11301,-214
11401,-334
11501,-307
11601,-343
11701,-338
11801,-361
11901,-319
12001,-307
12101,-325
12201,-352
12301,-433
12401,-400
12501,-361
12601,-336
12701,-236
12801,-370
12901,-433
13001,-173
13101,-343
13201,-141
13301,-120
13401,-388
13501,-94
13601,-325
13701,-175
13801,-397
13901,-308
14001,-388
14101,-316
14201,-397
14301,-144
14401,-352
14501,-155
14601,-361
14701,-290
14801,-298
14901,-361
15001,-388
15101,-397
15201,-166
15301,-352
15401,-149
15501,-138
15601,-361
15701,-98
15801,-288
15901,-442
16001,-293
16101,-108
16201,-334
16301,-164
16401,-134
16501,-316
16601,-118
16701,-334
16801,-334
16901,-357
17001,-148
17101,-63
17201,-334
17301,-232
17401,-154
17501,-325
17601,-388
17701,-292
17801,-108
17901,-289
18001,-307
18101,-352
18201,-196
18301,-361
18401,-316
18501,-343
18601,-253
18701,-316
18801,-307
18901,-361
19001,-213
19101,-451
19201,-112
19301,-361
19401,-370
19501,-316
19601,-258
19701,-111
19801,-158
19901,-314
20001,-296
20101,-199
20201,-118
20301,-334
20401,-125
20501,-343
20601,-115
20701,-151
20801,-307
20901,-59
21001,-222
21101,-178
21201,-166
21301,-284
21401,-284
21501,-172
21601,-307
21701,-316
21801,-257
21901,-240
22001,-164
22101,-148
22201,-398
22301,-192
22401,-289
22501,-180
22601,-307
22701,-343
22801,-113
22901,-244
23001,-76
23101,-116
23201,-265
23301,-234
23401,-80
23501,-338
23601,-109
23701,-300
23801,-139
23901,-67
24001,-109
24101,-98
24201,-273
24301,-255
24401,-207
24501,-176
24601,-56
24701,-111
24801,-123
24901,-248
25001,-76
25101,-29
25201,-111
25301,-101
25401,-210
25501,-95
25601,-258
25701,-325
25801,-115
25901,-22
26001,-188
26101,-293
26201,-138
26301,-325
26401,-286
26501,-79
26601,-205
26701,-88
26801,2
26901,-183
27001,-289
27101,-157
27201,-211
27301,-33
27401,-147
27501,-25
27601,-146
27701,-106
27801,-32
27901,-115
28001,-135
28101,-274
28201,-76
28301,-86
28401,-146
28501,-133
28601,-187
28701,-122
28801,-325
28901,-102
29001,-90
29101,-150
29201,-168
29301,-106
29401,-50
29501,-8
29601,-62
29701,-240
29801,-22
29901,-249
30001,-208
30101,-66
30201,-124
30301,-289
30401,-138
30501,-91
30601,-114
30701,-183
30801,-86
30901,-140
31001,-64
31101,-126
31201,-176
31301,-49
31401,-140
31501,-95
31601,-192
31701,-58
31801,-148
31901,-79
32001,-196
32101,-172
32201,-156
32301,-53
32401,-44
32501,-55
32601,-74
32701,-22
32801,-190
32901,-151
33001,-161
33101,-66
33201,-128
33301,-94
33401,-94
33501,-235
33601,-58
33701,-12
33801,-89
33901,-226
34001,-352
34101,-73
34201,-92
34301,-86
34401,-30
34501,-59
34601,-48
34701,-74
34801,-43
34901,-91
35001,-180
35101,-25
35201,-92
35301,-207
35401,-16
35501,-27
35601,-188
35701,-195
35801,-71
35901,-67
36001,-252
36101,-285
36201,-151
36301,-135
36401,-46
36501,-173
36601,-24
36701,-69
36801,-72
36901,-5
37001,-103
37101,-176
37201,-43
37301,-28
37401,-38
37501,-125
37601,-203
37701,-91
37801,-26
37901,-15
38001,-156
38101,-105
38201,-69
38301,-115
38401,-133
38501,-67
38601,-166
38701,-130
38801,-26
38901,-108
39001,-12
39101,-41
39201,-111
39301,-82
39401,-45
39501,-146
39601,-93
39701,-148
39801,-46
39901,-47
40001,-66
40101,-144
40201,-76
40301,-37
40401,-130
40501,-22
40601,-33
40701,-223
40801,-50
40901,-63
41001,-121
41101,-102
41201,-25
41301,-87
41401,-6
41501,-127
41601,-58
41701,-100
41801,-34
41901,-40
42001,-36
42101,-78
42201,-73
42301,-88
42401,-34
42501,-52
42601,-40
42701,-64
42801,-112
42901,-68
43001,-179
43101,-76
43201,-43
43301,-84
43401,-93
43501,-47
43601,-35
43701,-69
43801,-9
43901,-7
44001,-41
44101,-50
44201,-77
44301,-49
44401,-42
44501,-58
44601,-127
44701,-10
44801,-68
44901,-86
45001,-47
45101,-131
45201,-68
45301,-68
45401,-11
45501,-115
45601,-72
45701,-12
45801,-27
45901,-67
46001,-24
46101,-181
46201,-60
46301,-71
46401,-70
46501,-48
46601,-141
46701,-46
46801,-41
46901,-13
47001,-9
47101,-45
47201,-32
47301,-16
47401,-64
47501,-18
47601,-73
47701,-3
47801,-72
47901,-10
48001,-28
48101,-69
48201,-60
48301,-30
48401,-34
48501,-71
48601,-31
48701,-113
48801,-72
48901,-85
49001,-33
49101,-130
49201,-56
49301,-117
49401,-28
49501,-67
49601,-24
49701,-62
49801,-53
49901,-134
50001,-53
50101,-32
50201,-60
50301,-64
50401,-52
50501,-20
50601,-92
50701,-45
50801,-49
50901,-23
51001,-22
51101,-50
51201,-49
51301,-31
51401,-1
51501,-19
51601,-70
51701,-63
51801,-62
51901,-56
52001,-18
52101,-44
52201,-8
52301,-31
52401,-27
52501,-32
52601,-6
52701,-57
52801,-16
52901,6
53001,-81
53101,9
53201,-55
53301,-4
53401,-20
53501,-42
53601,-14
53701,-10
53801,-50
53901,-37
54001,-49
54101,-37
54201,-40
54301,-26
54401,-6
54501,-48
54601,-32
54701,-47
54801,-47
54901,-17
55001,-15
55101,-41
55201,-26
55301,-55
55401,-17
55501,-3
55601,-38
55701,-35
55801,-38
55901,-20
56001,-44
56101,2
56201,-29
56301,-9
56401,-5
56501,-3
56601,-77
56701,-23
56801,-24
56901,-75
57001,-57
57101,-18
57201,-57
57301,0
57401,-36
57501,-53
57601,-88
57701,0
57801,-82
57901,-17
58001,-33
58101,-33
58201,-28
58301,-6
58401,-11
58501,-41
58601,-8
58701,-43
58801,-39
58901,-11
59001,-7
59101,13
59201,-48
59301,-11
59401,14
59501,-11
59601,-2
59701,-26
59801,-26
59901,-61
60001,-50
60101,-16
60201,9
60301,-25
60401,-16
60501,-25
60601,-46
60701,9
60801,-17
60901,11
61001,-28
61101,-28
61201,-25
61301,-45
61401,-12
61501,-20
61601,-13
61701,-11
61801,-14
61901,-48
62001,-34
62101,-33
62201,-33
62301,-23
62401,-33
62501,-6
62601,-22
62701,-30
62801,-14
62901,-5
63001,-8
63101,-25
63201,3
63301,-20
63401,-40
63501,-21
63601,-45
63701,-64
63801,2
63901,5
64001,-20
64101,-49
64201,-15
64301,2
64401,-11
64501,7
64601,-4
64701,-8
64801,0
64901,-9
65001,-21
65101,-72
65201,-2
65301,-2
65401,5
65501,-26
65601,-5
65701,-20
65801,-48
65901,-37
66001,-23
66101,-22
66201,-25
66301,-5
66401,-12
66501,-5
66601,1
66701,-2
66801,-18
66901,-97
67001,-38
67101,-19
67201,-3
67301,-30
67401,-70
67501,-7
67601,-33
67701,8
67801,-43
67901,-22
68001,-41
68101,0
68201,-31
68301,3
